54.742617,9.763659
54.742619,9.763944
54.74256,9.764501
54.742509,9.765121
54.742516,9.765753
54.742577,9.766457
54.742819,9.768554
54.742836,9.769021
54.742852,9.769496
54.742876,9.769828
54.743169,9.771034
54.743395,9.772248
54.743516,9.773046
54.743619,9.773379
54.743724,9.77367
54.743818,9.773835
54.743983,9.773969
54.74418,9.774058
54.744278,9.774182
54.74441,9.774453
54.744491,9.774692
54.744608,9.775225
54.744682,9.775479
54.745493,9.777131
54.745546,9.777282
54.745557,9.77736
54.745553,9.777475
54.745532,9.777592
54.744698,9.779304
54.744463,9.780186
54.744335,9.781109
54.744204,9.783587
54.744215,9.784196
54.744247,9.784684
54.744297,9.784967
54.744368,9.785231
54.745054,9.787111
54.745103,9.787286
54.745579,9.79024
54.745593,9.79046
54.745577,9.790681
54.745521,9.790915
54.744903,9.79254
54.744854,9.792728
54.744831,9.792902
54.74483,9.793074
54.744879,9.794276
54.744899,9.795331
54.744888,9.795693
54.744847,9.796029
54.74478,9.796404
54.744674,9.796873
54.744602,9.797099
54.744526,9.797278
54.744449,9.797406
54.744083,9.797851
54.743999,9.797986
54.743933,9.79816
54.743885,9.79834
54.743869,9.798697
54.743933,9.799117
54.743985,9.799313
54.744101,9.799639
54.744145,9.79981
54.744193,9.800079
54.744202,9.800184
54.744216,9.80034
54.744238,9.800558
54.744332,9.800762
54.74493,9.801339
54.745129,9.801588
54.745249,9.801777
54.745379,9.802088
54.745467,9.802374
54.745515,9.802653
54.745639,9.803927
54.745774,9.804343
54.746161,9.805027
54.746219,9.80524
54.746248,9.805459
54.746267,9.805682
54.746115,9.807593
54.746116,9.80763
54.746159,9.80802
54.746285,9.808598
54.746305,9.809118
54.74631,9.809735
54.746343,9.810346
54.746447,9.811643
54.746442,9.811974
54.746373,9.812455
54.746352,9.812608
54.746322,9.812855
54.746198,9.813576
54.746113,9.814445
54.746078,9.8147
54.746018,9.814799
